field_1,lfenzid,lake_name,site,indicator,indicator_name,measurement,value,units,tli_band,nof_band,max_nof_band,national_bottom_line,max_national_bottom_line,lake_category,lake_type,lake_volume,nzsegment,lat,long,region,depth_bin,human_modified,period,n_leftcensored,n_rightcensored,dl,al,imputed_lower,imputed_upper,n_values,n_month,n_qtr,n_years,filter_ok,incl_ineq
9833,54742,Waituna Lagoon,ES-000159,NO3N,Nitrate-nitrogen,95th,3.725,mg/L,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,6,0,0.02,NA,Imputed,No censored - no imputation required,35,31,11,3,FALSE,3.725
9834,54742,Waituna Lagoon,ES-000159,NO3N,Nitrate-nitrogen,Annual maximum,4.7,mg/L,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,6,0,0.02,NA,Imputed,No censored - no imputation required,35,31,11,3,FALSE,4.7
9835,54742,Waituna Lagoon,ES-000159,CLAR,Clarity,5th,0.462,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,Imputed,34,34,15,5,FALSE,0.462
9836,54742,Waituna Lagoon,ES-000159,CLAR,Clarity,20th,0.65,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,Imputed,34,34,15,5,FALSE,0.65
9837,54742,Waituna Lagoon,ES-000159,CLAR,Clarity,25th,0.7,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,Imputed,34,34,15,5,FALSE,0.7
9838,54742,Waituna Lagoon,ES-000159,CLAR,Clarity,Median,1.05,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,Imputed,34,34,15,5,FALSE,1.05
9839,54742,Waituna Lagoon,ES-000159,CLAR,Clarity,75th,1.3,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,Imputed,34,34,15,5,FALSE,1.3
9840,54742,Waituna Lagoon,ES-000159,CLAR,Clarity,80th,1.307,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,Imputed,34,34,15,5,FALSE,1.307
9841,54742,Waituna Lagoon,ES-000159,CLAR,Clarity,95th,1.5,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,Imputed,34,34,15,5,FALSE,1.5
9842,54742,Waituna Lagoon,ES-000159,CLAR,Clarity,Annual maximum,1.6,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,Imputed,34,34,15,5,FALSE,1.6
9843,54742,Waituna Lagoon,ES-000159,TLI3,Trophic level index 3,5th,3.15603,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,62,58,20,5,TRUE,3.15603
9844,54742,Waituna Lagoon,ES-000159,TLI3,Trophic level index 3,20th,3.608,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,62,58,20,5,TRUE,3.608
9845,54742,Waituna Lagoon,ES-000159,TLI3,Trophic level index 3,25th,3.82171,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,62,58,20,5,TRUE,3.82171
9846,54742,Waituna Lagoon,ES-000159,TLI3,Trophic level index 3,Median,4.32308,NA,Eutrophic (poor),NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,62,58,20,5,TRUE,4.32308
9847,54742,Waituna Lagoon,ES-000159,TLI3,Trophic level index 3,75th,5.03012,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,62,58,20,5,TRUE,5.03012
9848,54742,Waituna Lagoon,ES-000159,TLI3,Trophic level index 3,80th,5.14302,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,62,58,20,5,TRUE,5.14302
9849,54742,Waituna Lagoon,ES-000159,TLI3,Trophic level index 3,95th,5.84985,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,62,58,20,5,TRUE,5.84985
9850,54742,Waituna Lagoon,ES-000159,TLI3,Trophic level index 3,Annual maximum,6.042181436,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,62,58,20,5,TRUE,6.042181436
9851,54742,Waituna Lagoon,ES-000159,TLI4,Trophic level index 4,5th,4.02005,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,34,34,15,5,FALSE,4.02005
9852,54742,Waituna Lagoon,ES-000159,TLI4,Trophic level index 4,20th,4.38393,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,34,34,15,5,FALSE,4.38393
9853,54742,Waituna Lagoon,ES-000159,TLI4,Trophic level index 4,25th,4.40983,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,34,34,15,5,FALSE,4.40983
9854,54742,Waituna Lagoon,ES-000159,TLI4,Trophic level index 4,Median,4.81952,NA,Eutrophic (poor),NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,34,34,15,5,FALSE,4.81952
9855,54742,Waituna Lagoon,ES-000159,TLI4,Trophic level index 4,75th,5.34069,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,34,34,15,5,FALSE,5.34069
9856,54742,Waituna Lagoon,ES-000159,TLI4,Trophic level index 4,80th,5.50626,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,34,34,15,5,FALSE,5.50626
9857,54742,Waituna Lagoon,ES-000159,TLI4,Trophic level index 4,95th,5.85447,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,34,34,15,5,FALSE,5.85447
9858,54742,Waituna Lagoon,ES-000159,TLI4,Trophic level index 4,Annual maximum,5.876200334,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,34,34,15,5,FALSE,5.876200334
9859,54742,Waituna Lagoon,ES-000159,TN,Total nitrogen,5th,0.218,mg/L,NA,NA,D,NA,TRUE,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,3,0,0.3,NA,Imputed,No censored - no imputation required,62,58,20,5,TRUE,<0.3
9860,54742,Waituna Lagoon,ES-000159,TN,Total nitrogen,20th,0.397,mg/L,NA,NA,D,NA,TRUE,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,3,0,0.3,NA,Imputed,No censored - no imputation required,62,58,20,5,TRUE,0.397
9861,54742,Waituna Lagoon,ES-000159,TN,Total nitrogen,25th,0.55,mg/L,NA,NA,D,NA,TRUE,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,3,0,0.3,NA,Imputed,No censored - no imputation required,62,58,20,5,TRUE,0.55
9862,54742,Waituna Lagoon,ES-000159,TN,Total nitrogen,Median,0.81,mg/L,NA,D,D,TRUE,TRUE,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,3,0,0.3,NA,Imputed,No censored - no imputation required,62,58,20,5,TRUE,0.81
9863,54742,Waituna Lagoon,ES-000159,TN,Total nitrogen,75th,1.96,mg/L,NA,NA,D,NA,TRUE,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,3,0,0.3,NA,Imputed,No censored - no imputation required,62,58,20,5,TRUE,1.96
9864,54742,Waituna Lagoon,ES-000159,TN,Total nitrogen,80th,2.2,mg/L,NA,NA,D,NA,TRUE,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,3,0,0.3,NA,Imputed,No censored - no imputation required,62,58,20,5,TRUE,2.2
9866,54742,Waituna Lagoon,ES-000159,TN,Total nitrogen,Annual maximum,6.4,mg/L,NA,NA,D,NA,TRUE,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,3,0,0.3,NA,Imputed,No censored - no imputation required,62,58,20,5,TRUE,6.4
9867,54742,Waituna Lagoon,ES-000159,TP,Total phosphorus,5th,0.01365,mg/L,NA,NA,C,NA,FALSE,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,Imputed,No censored - no imputation required,63,59,20,5,TRUE,0.01365
9868,54742,Waituna Lagoon,ES-000159,TP,Total phosphorus,20th,0.0211,mg/L,NA,NA,C,NA,FALSE,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,Imputed,No censored - no imputation required,63,59,20,5,TRUE,0.0211
9869,54742,Waituna Lagoon,ES-000159,TP,Total phosphorus,25th,0.023,mg/L,NA,NA,C,NA,FALSE,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,Imputed,No censored - no imputation required,63,59,20,5,TRUE,0.023
9870,54742,Waituna Lagoon,ES-000159,TP,Total phosphorus,Median,0.036,mg/L,NA,C,C,FALSE,FALSE,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,Imputed,No censored - no imputation required,63,59,20,5,TRUE,0.036
9871,54742,Waituna Lagoon,ES-000159,TP,Total phosphorus,75th,0.046,mg/L,NA,NA,C,NA,FALSE,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,Imputed,No censored - no imputation required,63,59,20,5,TRUE,0.046
9872,54742,Waituna Lagoon,ES-000159,TP,Total phosphorus,80th,0.0557,mg/L,NA,NA,C,NA,FALSE,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,Imputed,No censored - no imputation required,63,59,20,5,TRUE,0.0557
9873,54742,Waituna Lagoon,ES-000159,TP,Total phosphorus,95th,0.1136,mg/L,NA,NA,C,NA,FALSE,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,Imputed,No censored - no imputation required,63,59,20,5,TRUE,0.1136
9874,54742,Waituna Lagoon,ES-000159,TP,Total phosphorus,Annual maximum,0.131,mg/L,NA,NA,C,NA,FALSE,Seasonally stratified and brackish,Icoll,22648684,15320150,-46.56394133,168.5728358,Southland,0-5 m,73.64441109,2016-2020,0,0,NA,NA,Imputed,No censored - no imputation required,63,59,20,5,TRUE,0.131
9875,7408,Lake Aviemore,ECAN-00349,CHLA,Chlorophyll-a,5th,0.7,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,0.7
9876,7408,Lake Aviemore,ECAN-00349,CHLA,Chlorophyll-a,20th,0.75,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,0.75
9877,7408,Lake Aviemore,ECAN-00349,CHLA,Chlorophyll-a,25th,0.8,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,0.8
9878,7408,Lake Aviemore,ECAN-00349,CHLA,Chlorophyll-a,Median,1,mg/m3,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,1
9879,7408,Lake Aviemore,ECAN-00349,CHLA,Chlorophyll-a,75th,1.875,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,1.875
9880,7408,Lake Aviemore,ECAN-00349,CHLA,Chlorophyll-a,80th,2.1,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,2.1
9881,7408,Lake Aviemore,ECAN-00349,CHLA,Chlorophyll-a,95th,3.1,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,3.1
9882,7408,Lake Aviemore,ECAN-00349,CHLA,Chlorophyll-a,Annual maximum,3.7,mg/m3,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,3.7
9883,7408,Lake Aviemore,ECAN-00349,TLI3,Trophic level index 3,5th,1.64366,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,1.64366
9884,7408,Lake Aviemore,ECAN-00349,TLI3,Trophic level index 3,20th,1.71934,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,1.71934
9885,7408,Lake Aviemore,ECAN-00349,TLI3,Trophic level index 3,25th,1.79575,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,1.79575
9886,7408,Lake Aviemore,ECAN-00349,TLI3,Trophic level index 3,Median,2.00714,NA,Oligotrophic (good),NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,2.00714
9887,7408,Lake Aviemore,ECAN-00349,TLI3,Trophic level index 3,75th,2.19689,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,2.19689
9888,7408,Lake Aviemore,ECAN-00349,TLI3,Trophic level index 3,80th,2.23023,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,2.23023
9889,7408,Lake Aviemore,ECAN-00349,TLI3,Trophic level index 3,95th,2.51328,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,2.51328
9890,7408,Lake Aviemore,ECAN-00349,TLI3,Trophic level index 3,Annual maximum,2.539939456,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,2.539939456
9891,7408,Lake Aviemore,ECAN-00349,TN,Total nitrogen,5th,0.03125,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,0.03125
9892,7408,Lake Aviemore,ECAN-00349,TN,Total nitrogen,20th,0.037,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,0.037
9893,7408,Lake Aviemore,ECAN-00349,TN,Total nitrogen,25th,0.03925,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,0.03925
9894,7408,Lake Aviemore,ECAN-00349,TN,Total nitrogen,Median,0.049,mg/L,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,0.049
9895,7408,Lake Aviemore,ECAN-00349,TN,Total nitrogen,75th,0.0595,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,0.0595
9896,7408,Lake Aviemore,ECAN-00349,TN,Total nitrogen,80th,0.061,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,0.061
9897,7408,Lake Aviemore,ECAN-00349,TN,Total nitrogen,95th,0.0835,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,0.0835
9898,7408,Lake Aviemore,ECAN-00349,TN,Total nitrogen,Annual maximum,0.118,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,0.118
9899,7408,Lake Aviemore,ECAN-00349,TP,Total phosphorus,5th,0.004,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,0.004
9900,7408,Lake Aviemore,ECAN-00349,TP,Total phosphorus,20th,0.004,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,0.004
9901,7408,Lake Aviemore,ECAN-00349,TP,Total phosphorus,25th,0.004,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,0.004
9902,7408,Lake Aviemore,ECAN-00349,TP,Total phosphorus,Median,0.004,mg/L,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,0.004
9903,7408,Lake Aviemore,ECAN-00349,TP,Total phosphorus,75th,0.006,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,0.006
9904,7408,Lake Aviemore,ECAN-00349,TP,Total phosphorus,80th,0.006,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,0.006
9905,7408,Lake Aviemore,ECAN-00349,TP,Total phosphorus,95th,0.0065,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,0.0065
9906,7408,Lake Aviemore,ECAN-00349,TP,Total phosphorus,Annual maximum,0.008,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,2099378944,13193893,-44.63250886,170.2960201,Canterbury,> 50 m,8.045082836,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,0.008
9907,7409,Lake Benmore,ECAN-00354,CHLA,Chlorophyll-a,5th,0.575,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,0.575
9908,7409,Lake Benmore,ECAN-00354,CHLA,Chlorophyll-a,20th,0.8,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,0.8
9909,7409,Lake Benmore,ECAN-00354,CHLA,Chlorophyll-a,25th,0.8,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,0.8
9910,7409,Lake Benmore,ECAN-00354,CHLA,Chlorophyll-a,Median,1.1,mg/m3,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,1.1
9911,7409,Lake Benmore,ECAN-00354,CHLA,Chlorophyll-a,75th,1.625,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,1.625
9912,7409,Lake Benmore,ECAN-00354,CHLA,Chlorophyll-a,80th,2,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,2
9913,7409,Lake Benmore,ECAN-00354,CHLA,Chlorophyll-a,95th,2.575,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,2.575
